hangle,first_translate,review,idiom
아무리 너라도 내 사랑스러운 여주인공의 눈에 눈물 나게 하면 용서 못 해.,"even if it’s you, I won’t forgive you if you end up making our lovely protagonist cry.","Even if it’s you, I won’t forgive you if you make my lovely heroine cry.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
늘 생각하는 거지만 너 가끔씩 진짜….,"I swear, sometimes I wonder whether...","I always think this, but sometimes you really...","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
아니다.,nah.,No.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
왜?,what?,Why?,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
누가 누구한테 정신 연령이 위라고 하는 건지 모르겠다고.,whether you actually realize which one of us is more mature.,I wonder who exactly is calling whom more mature.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
보니까 사람 무서운 줄도 모르던데.,"from where I stand, you clearly lack common sense.",You don’t even know to be afraid of people.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
아니거든.,not true.,That's not true.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
나는 엄연히-,"I mean, technically speaking--","I am, for sure--","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
피오나 아가씨!,lady fiona!,Lady Fiona!,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
제2 성벽에 대규모의 마물이 접근하고 있다고 합니다.,a large horde of monsters is approaching the second wall.,A large horde of monsters is approaching the second wall.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
아무래도 지금 전투 인원은 전부 모여야 될 것 같습니다.,all combatants need to gather immediately.,It seems that all combat personnel need to gather now.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
알겠어요. 바로 갈게요.,understood. I’ll head out right away.,Got it. I’ll head out right away.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
감사합니다.,thank you.,Thank you.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
무슨 소리야?!,are you kidding me?!,What are you talking about?!,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
네가 왜 거기에 가?,why are you going there?,Why are you going there?,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
맞다. 시그렌에게 말을 아직 안 했지.,"oh yeah, I haven’t told siegren yet...","Oh, right. I haven't told Siegren yet.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
내가 전쟁에 참전한 마법사란 걸.,about how I participate in battles using magic.,I am a mage who has participated in the war.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"나, 여기서 싸우는 마법사야.",I fight alongside everyone here.,I’m a mage who fights here.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
주로 하는 일은 2 성벽을 지키는 거고.,my main job is protecting the second wall.,My main job is guarding the second wall.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
알겠지?,get it?,Got it?,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
그러니까 이것 좀 놔-,so could you please le--,So let go of this.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
…말도 안돼.,no way.,no way.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
뭐가?,what do you mean?,What?,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"뭐가, 라는 소리가 지금 나와?",“no way”?!,Did you just say 'what' right now?,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
2 성벽은 이곳에서도 제일 위험한 곳이야!,the second wall is the most dangerous place here!,The second wall is the most dangerous place here!,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
알기나 해?,didn’t you know?,Do you even know?,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
평생을 전장에서 보낸 용병이나 기사들도,even experienced knights and mercenaries die instantly after fighting their whole lives.,Even knights and mercenaries who have spent their whole lives on the battlefield drop dead in an instant.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
한순간에 죽어서 나자빠진다고.,even experienced knights and mercenaries die instantly after fighting their whole lives.,They drop dead in an instant.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
그런 장소를 너 같은 작은 애가 지킨다고?,there’s no way someone tiny like you can defend that area!,You're telling me that someone as small as you is defending that place?,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
말이 되는 소리를 해!,use your brain!,Make sense!,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
북부 최강의 방패인 헤일론 성에 그토록 사람이 없는 거야?,"is house haylon, known as the strongest shield in the north, lacking manpower?","Is Hailon Castle, the strongest shield in the North, really that lacking in people?","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
이런 조그마한 애가 지키지 않으면 안 되는 상황이냐고!,or are they desperate enough to send little kids into battle?!,Is it really a situation where a tiny kid like you has to be the one defending it?!,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
